ab_group_id,ab_question_id,result,user_id,matching,debt,payments,avg_cost,useful,failed,arpu,user_group,sms_count,sms_fail,orders_agree,orders_part,orders_talk,kpd,avg_read_viber,balance_start,block_premium,orders_via_app,orders_via_viber,orders_other_channels,price_per_hour,id_how_did_know,has_password_hash,has_email,has_user_phone2,has_user_description,has_conditions,has_description,has_education,has_experience,has_buy_premium,has_has_brigade,has_experience_years,has_premium_description,has_foto,has_viber,has_app_token_new,has_notification_sound,has_viber_registration,has_app_registration,has_device_info,has_terms_of_pay,has_android_id
3,3,True,61077,,,,,,,,,,,,,,,,,,0,0,,,3,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,3,True,62177,0,0,9100,650,14,8,414,3,54,169,0,0,0,0,,2147483647,0,14,0,8,1500,2,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
2,3,False,62390,,,,,,,,,,,,,,,,,,0,0,,,6,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,3,True,63887,0,0,600,600,1,2,200,1,10,60,0,0,0,0,,2147483647,0,2,0,1,500,1,True,True,False,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
2,3,True,64703,0,0,0,0,0,1,0,1,3,0,0,0,0,0,,2147483647,0,1,0,0,,1,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,True,True,False,True
3,3,True,70402,,,,,,,,,,,,,,,,,,0,0,,5000,2,True,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,True,True,True,False,True
2,1,True,70795,0,0,1300,1300,1,3,325,1,7,186,0,0,0,0,,2147483647,0,3,0,1,500,,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,False,True
2,1,True,71198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
2,4,False,71260,0,0,0,0,0,1,0,1,2,0,0,0,0,0,,2147483647,0,0,0,1,,8,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
2,4,True,71859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,1500,2,True,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True
2,4,True,72243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,2000,2,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,4,True,72340,0,0,0,0,0,2,0,1,4,0,0,0,0,0,,2147483647,0,0,0,2,,3,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
3,4,False,73475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,4,True,73838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,2,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False
3,4,False,74988,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,2147483647,0,0,0,0,1500,8,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
3,3,False,75327,0,0,1300,650,2,11,100,3,70,19,0,0,0,0,,2147483647,0,6,0,7,1500,3,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,False,True
2,4,True,75732,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,2147483647,0,0,0,0,,3,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,False,True
3,2,False,75787,0,700,6500,929,7,8,434,3,63,110,0,0,0,0,81,2147483647,0,9,0,7,3000,1,True,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True
2,4,True,76011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,2147483647,0,0,0,0,,3,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True
